DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
AL201700000079,ALGE71FL,AL,2017.0,79.0,AL2017DHS,-9999,-9999,-9999,57.97500228881836,79.18333435058594,100.9000015258789,77.82499694824219,22.015823364257812,31.993267059326172,40.225914001464844,29.553796768188477,0.00987373330654242,0.011310543005283061,0.011918142820015932,18.883145845853367,14.20410391000601,14.64807598407452,16.882178673377403,10.324999809265137,9.02500057220459,8.791666984558105,9.758333206176758,-9999,2496.769230769231,2491.6153846153848,2532.846153846154,2767.6923076923076,3091.923076923077,3119.3076923076924,3135.769230769231,8.364999771118164,9.270833015441895,7.31416654586792,8.429166793823242,41.825102880658434,5004.21328125,8.0,6.322210693359375,-9999,-9999,-9999,12.735314002403847,8.96775641808143,9.609808114858774,11.348333505483774,20.205380919532853,62.54516250641684,2.876216943259112,10.977338536319301,0.021916270011259543,103.40287313911705,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.116666793823242,14.308333396911621,15.183333396911621,15.891666412353516,10.933333396911621,9.758334159851074,10.766666412353516,10.983333587646484,5.775000095367432,5.25,6.391666889190674,6.125,0.25581277172502076,6.58748274583083,3.731410393348107,4.571538485013521,5.814487163837139,2.633333444595337,2.4749999046325684,2.508333444595337,2.633333444595337,2834.451636,12435.26779,30900.92465,1076.5384615384614,887.7692307692307,1111.7692307692307,744.4615384615385,1083.4615384615386,1447.5384615384614,1103.923076923077,5.552895798575462,0.0,0.0,0.0,8.802200317382812,19.47080078125,2.276999855041504,1.1805999755859375,-0.567199993133545,19.73319854736328,17.55840148925781,4.8009998321533205,13.82220001220703,5.458200073242187,10.957400512695312,15.903001403808593,104.56673511293634,87.92197125256673,-9999,-9999,-9999,-9999,24127.166015625,22898.0859375,20947.4921875,19680.87890625,79.37274948559671,75.5272633744856,69.36548353909465,65.3834112975823,8.47166633605957,11.804166793823242,13.423333168029785,11.330833435058594
AL201700000080,ALGE71FL,AL,2017.0,80.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.009235661763411302,0.010572202694721712,0.011518774888454339,19.77933349609375,14.498110961914062,15.463555908203125,17.626556396484375,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2578.6,2555.6,2615.733333333333,2893.133333333333,3185.5333333333333,3233.866666666667,3256.733333333333,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,42.56378600823045,5004.21328125,8.0,16.02805455525716,-9999,-9999,-9999,13.426604207356771,9.27005615234375,10.221499633789062,11.87455546061198,25.724436567644034,85.99754050925925,3.439365716628086,16.35177549511317,0.01685509858308015,66.48486529063786,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.20526144934482263,7.073878987630208,4.042000071207682,4.979444885253907,6.122555541992187,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,2740.800065,11428.92831,28758.51054,1089.875,885.25,1123.125,753.4375,1081.75,1494.6875,1077.875,6.2680026081854425,0.0,0.0,0.0,9.21150016784668,19.892667134602863,2.539833386739095,1.5221667289733887,-0.415833314259847,20.11400095621745,17.962501525878906,5.250166575113933,14.224833170572916,5.671333312988281,11.330666859944662,16.327332814534504,113.33333333333333,103.17283950617283,-9999,-9999,-9999,-9999,34874.4921875,33130.54296875,29765.853515625,27568.5078125,111.69224215534979,106.12337641460906,95.37327192644032,88.35403806584362,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000081,ALGE71FL,AL,2017.0,81.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.0039007748326947613,0.004868788872995684,0.00545032678111907,19.147879282633465,13.863054911295572,14.940139770507812,17.153055826822918,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2574.75,2582.8333333333335,2615.5833333333335,2835.8333333333335,3072.4166666666665,3101.75,3078.5,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,38.60123966942149,5004.21328125,8.0,8.491377830505371,-9999,-9999,-9999,12.997955322265625,8.903610865275065,9.883888880411783,11.584860483805338,21.05675338273196,97.38824097938145,3.518946822648196,19.23435687822165,0.0,36.67078769329897,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.05012562184641281,6.848030090332031,3.9441665013631186,4.827638626098633,6.016666412353516,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,10191.50303,15753.12797,31119.74861,1128.0714285714287,888.1428571428571,1154.0,783.7857142857143,1116.0714285714287,1529.142857142857,1073.0,7.335896222615979,0.0,0.0,0.0,7.821000099182129,18.235000610351562,1.5437500476837158,0.484250009059906,-0.8984999656677246,18.522499084472656,16.463001251220703,3.823500156402588,12.887749671936035,5.009500026702881,10.174249649047852,14.661499977111816,140.09896907216495,113.79175257731958,-9999,-9999,-9999,-9999,27507.06640625,24869.015625,21011.962890625,18418.87109375,88.13946520618556,79.68535760309278,67.32559600515464,59.01606797680412,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000082,ALGE71FL,AL,2017.0,82.0,AL2017DHS,-9999,-9999,-9999,57.97500228881836,79.18333435058594,100.9000015258789,77.82499694824219,22.015823364257812,31.993267059326172,40.225914001464844,29.553796768188477,0.0033773404018134826,0.004052777958523696,0.004602464141359754,18.94443130493164,14.019166946411133,14.799894332885742,17.173437118530273,10.324999809265137,9.02500057220459,8.791666984558105,9.758333206176758,-9999,2507.9375,2531.1875,2556.6875,2806.3125,3038.875,3062.1875,3033.5,8.364999771118164,9.270833015441895,7.31416654586792,8.429166793823242,37.04329896907217,5004.21328125,8.0,7.9946943918863935,-9999,-9999,-9999,12.84738540649414,8.899843215942383,9.795416831970215,11.559896469116211,20.627274627057613,67.13182789994856,3.7301613136574074,12.516422726980453,0.004311674416310502,23.443938078703702,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.116666793823242,14.308333396911621,15.183333396911621,15.891666412353516,10.933333396911621,9.758334159851074,10.766666412353516,10.983333587646484,5.775000095367432,5.25,6.391666889190674,6.125,0.04593200448722702,6.750340461730957,3.7805206775665283,4.790937423706055,5.946354389190674,2.633333444595337,2.4749999046325684,2.508333444595337,2.633333444595337,6824.552622,17401.67593,35103.4766,1143.8,917.1333333333333,1154.3333333333333,785.5333333333333,1132.6,1523.8,1108.7333333333333,7.180389781057099,0.0,0.0,0.0,7.931000391642253,18.483668009440105,1.8021666208902996,0.5668333371480306,-0.8796666463216146,18.752166748046875,16.607500712076824,4.01533317565918,12.968833923339844,4.995499928792317,10.236499786376953,14.933499654134115,149.47119341563786,100.77160493827161,-9999,-9999,-9999,-9999,24751.634765625,22924.390625,19923.05859375,17905.1484375,79.06477462705762,73.2277199074074,63.640255272633745,57.19422743055556,8.47166633605957,11.804166793823242,13.423333168029785,11.330833435058594
AL201700000083,ALGE71FL,AL,2017.0,83.0,AL2017DHS,-9999,-9999,-9999,57.97500228881836,79.18333435058594,100.9000015258789,77.82499694824219,22.015823364257812,31.993267059326172,40.225914001464844,29.553796768188477,0.0018503143440319013,0.002762535138975216,0.0036877552165260796,16.907880147298176,12.845694224039713,13.262916564941406,15.662918090820312,10.324999809265137,9.02500057220459,8.791666984558105,9.758333206176758,-9999,2506.75,2502.1666666666665,2529.25,2685.3333333333335,2923.25,2946.9166666666665,2952.0833333333335,8.364999771118164,9.270833015441895,7.31416654586792,8.429166793823242,26.876796714579054,5004.213404605263,8.0,3.1348169326782225,-9999,-9999,-9999,11.577954610188803,8.405415852864584,8.840208053588867,10.779652913411459,22.38586250320842,92.80188013347022,3.6339452222632187,26.659851450205338,1.3895747441285935,37.79389117043121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.116666793823242,14.308333396911621,15.183333396911621,15.891666412353516,10.933333396911621,9.758334159851074,10.766666412353516,10.983333587646484,5.775000095367432,5.25,6.391666889190674,6.125,0.16304388966648486,6.248030344645183,3.9651387532552085,4.417499860127767,5.896389007568359,2.633333444595337,2.4749999046325684,2.508333444595337,2.633333444595337,26467.1151,10211.16266,27889.19159,1373.9166666666667,1131.6666666666667,1491.3333333333333,1001.75,1437.9166666666667,1906.25,1347.5,7.952880358059549,0.0,0.0,0.0,7.151999664306641,17.83659973144531,2.9206001281738283,0.6101999759674073,-0.15800001621246337,18.114399719238282,15.903399658203124,3.447800064086914,12.310399627685547,5.002999877929687,9.938999938964844,14.269000244140624,122.05133470225873,75.02669404517454,-9999,-9999,-9999,-9999,21539.9296875,19280.716796875,16123.8857421875,13983.3095703125,68.59823376540041,61.40501074820329,51.35243679414784,44.535970386293634,8.47166633605957,11.804166793823242,13.423333168029785,11.330833435058594
AL201700000084,ALGE71FL,AL,2017.0,84.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.020298348448147027,0.024950315396244916,0.02554474547267341,19.963248116629465,14.696667262486049,15.413333347865514,17.450119018554688,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2416.214285714286,2366.0,2440.285714285714,2668.285714285714,2985.0714285714284,3055.714285714286,3114.285714285714,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,41.828220858895705,5004.213404605263,8.0,20.519577026367188,-9999,-9999,-9999,13.408700125558036,9.377737862723214,10.079285757882255,11.722262791224889,22.765431680484692,142.8783801020408,3.1600192323022958,27.834845344387755,0.0,73.01847895408163,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.21589696492554583,6.854155949183872,4.05880982535226,4.745238167898996,5.9944049290248325,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,13204.62802,12618.26863,31537.13925,1166.923076923077,908.8461538461538,1197.7692307692307,818.0769230769231,1152.4615384615386,1570.3076923076924,1069.6153846153845,6.942661830357143,0.0,0.0,1.0,9.186599731445312,19.83280029296875,2.1416000366210937,1.3522000312805176,-0.3682000160217285,20.10559997558594,17.964398193359376,5.215799713134766,14.246800231933594,5.6,11.21820068359375,16.166600036621094,184.72448979591837,131.04897959183674,-9999,-9999,-9999,-9999,50219.8359375,45693.35546875,39001.3515625,34676.41796875,159.53085140306123,145.14626913265306,123.88449457908163,110.14296875,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000085,ALGE71FL,AL,2017.0,85.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.0177038739889096,0.021338484226128995,0.022110697550651353,19.65139887883113,14.461538461538462,15.163333599384014,17.164870042067307,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2354.5384615384614,2315.153846153846,2385.6153846153848,2624.0,2935.153846153846,2995.6923076923076,3039.769230769231,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,40.8,5004.21328125,8.0,23.436445236206055,-9999,-9999,-9999,13.18573467548077,9.201217651367188,9.878396841195913,11.54852529672476,22.449956154336736,140.3874362244898,2.9234858298788264,28.105070153061224,0.0,73.46571269132653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.17717499561798877,6.720069298377404,3.940897428072416,4.59346184363732,5.932179377629207,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,14598.99993,11186.20364,30559.07498,1186.2857142857142,921.5714285714286,1222.857142857143,836.0714285714286,1175.142857142857,1599.7857142857142,1076.2857142857142,7.18609394929847,0.0,0.0,0.0,9.357999801635742,20.068750381469727,2.3047499656677246,1.5182499885559082,-0.17600001394748688,20.333749771118164,18.184249877929688,5.361000061035156,14.43899917602539,5.74399995803833,11.393250465393066,16.32925033569336,193.70408163265307,128.9,-9999,-9999,-9999,-9999,39403.32421875,34796.01953125,28820.537109375,24863.369140625,125.19622130102042,110.5527024872449,91.56387914540817,78.98875159438775,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000086,ALGE71FL,AL,2017.0,86.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.024123294444023807,0.029623562776589694,0.030267739597755142,19.36575927734375,14.174110921223958,14.910557047526042,16.890666707356772,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2408.866666666667,2349.0,2432.2,2640.4666666666667,2981.133333333333,3044.266666666667,3111.9333333333334,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,41.987854251012145,5004.21328125,8.0,22.93175354003906,-9999,-9999,-9999,12.807757568359374,8.8625,9.52166748046875,11.148277791341146,23.01721709280303,142.82110164141415,4.613830689709596,26.208337279040403,0.0,75.29396306818182,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.21881875797193878,6.249757385253906,3.550889078776042,4.132777659098307,5.4058888753255205,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,10756.63337,10804.10058,29126.85223,1133.6666666666667,885.0666666666667,1170.8666666666666,791.8,1122.3333333333333,1533.5333333333333,1056.9333333333334,6.421219026199495,1.0,1.0,1.0,8.962799835205079,19.56780090332031,2.0166000366210937,1.2016000747680664,-0.528600025177002,19.8343994140625,17.716400146484375,5.004199981689453,14.032598876953125,5.49419937133789,11.05300064086914,15.952999877929688,171.54949494949494,131.34141414141413,-9999,-9999,-9999,-9999,51601.0625,47132.6328125,40338.5625,35924.56640625,162.24150883838385,148.1886047979798,126.82470012626263,112.9446654040404,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000087,ALGE71FL,AL,2017.0,87.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.018706637602123176,0.022000124777905198,0.022717263796352062,20.361687796456472,14.960715157645089,15.755833217075892,17.78892844063895,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2474.5714285714284,2432.5714285714284,2503.214285714286,2719.4285714285716,3032.214285714286,3096.9285714285716,3158.5714285714284,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,42.08624229979466,5004.213404605263,8.0,16.839561462402344,-9999,-9999,-9999,13.827013288225446,9.69988032749721,10.464762006487165,12.060654776436943,22.86316895533881,143.38683906570841,2.8073189048062117,27.187828862936346,0.0,70.5606631801848,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.21788306087787934,7.292337690080915,4.439047677176339,5.1736907958984375,6.332381112234933,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,13754.87782,12274.70872,30769.2443,1141.7692307692307,885.3846153846154,1175.3846153846155,800.1538461538462,1131.923076923077,1539.4615384615386,1055.8461538461538,6.560663681500257,0.0,0.0,1.0,8.472200012207031,18.963999938964843,1.7262001037597656,0.8487999916076661,-0.6812000274658203,19.2583984375,17.16099853515625,4.488600158691407,13.540800476074219,5.256600189208984,10.630999755859374,15.351800537109375,167.55646817248459,130.13757700205338,-9999,-9999,-9999,-9999,51230.17578125,46732.4296875,39950.5,35545.4375,163.71971252566735,149.34259496919918,127.666877887577,113.58758983572895,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000088,ALGE71FL,AL,2017.0,88.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.003018232463281366,0.0035854883586304096,0.004372921171067636,16.82922145298549,12.36297607421875,12.943809509277344,15.206547328404017,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2303.214285714286,2383.5714285714284,2340.785714285714,2519.1428571428573,2708.1428571428573,2699.8571428571427,2582.4285714285716,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,35.275154004106774,5004.213541666667,8.0,6.203817749023438,-9999,-9999,-9999,11.436103820800781,7.878511701311384,8.443333762032646,10.306606837681361,21.839452723947637,97.85971188398358,3.225497204665041,25.685278169917865,1.1267889441895533,66.20946162731006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.014279091673810225,6.0429872785295755,3.39404787336077,3.942857197352818,5.406666346958706,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,24291.742,1722.17467,22204.7984,1347.875,1044.75,1410.8125,987.0,1374.25,1875.9375,1192.0625,8.550418297612936,0.0,0.0,0.0,6.1529998779296875,16.529598999023438,0.7763999938964844,-0.7895999908447265,-1.3932000160217286,16.82959899902344,14.669000244140625,2.3920000076293944,11.219200134277344,4.010800170898437,8.719200134277344,12.966799926757812,209.0,119.49281314168378,-9999,-9999,-9999,-9999,15577.337890625,12325.431640625,9163.0751953125,7100.6474609375,49.817878112166326,39.41678163501027,29.302736380261805,22.706670302874745,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000089,ALGE71FL,AL,2017.0,89.0,AL2017DHS,-9999,-9999,-9999,49.46666717529297,73.10833740234375,87.11666870117188,70.875,18.66666603088379,29.341136932373047,34.73089599609375,26.829652786254883,0.008987592973919697,0.010196299206947302,0.010903918028629916,17.40194811139788,12.694405691964286,13.406786237444196,15.476072038922991,10.0,8.725000381469727,8.441666603088379,9.399999618530273,-9999,2459.1428571428573,2444.785714285714,2523.714285714286,2743.214285714286,3007.5714285714284,3127.714285714286,3077.3571428571427,10.769166946411133,11.964999198913574,10.396666526794434,10.894999504089355,39.21341463414634,5004.21328125,8.0,14.266180419921875,-9999,-9999,-9999,11.475455147879464,7.721726553780692,8.307916913713727,10.079524448939733,20.13040086699695,108.4519181910569,4.625155813325711,13.922446646341463,0.06324534299896985,82.09919651930895,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.574999809265137,11.691666603088379,12.583333969116211,13.408333778381348,8.558333396911621,7.316666603088379,8.341667175292969,8.666666984558105,3.558333396911621,2.950000047683716,4.141666889190674,3.991666555404663,0.19591239819984982,5.548961094447544,2.7490476880754744,3.209047862461635,4.682976313999721,2.6500000953674316,2.491666793823242,2.508333444595337,2.6416666507720947,1571.624415,1922.316204,19288.21141,1123.076923076923,930.2307692307693,1184.8461538461538,784.3846153846154,1120.3846153846155,1572.8461538461538,1134.076923076923,9.244233914507113,0.0,0.0,0.0,7.470999908447266,17.901400756835937,1.3107999801635741,0.10520002841949463,-1.2548001289367676,18.149400329589845,15.959400939941407,3.598400115966797,12.441400146484375,4.504199981689453,9.729399871826171,14.480799865722656,200.3658536585366,115.1910569105691,-9999,-9999,-9999,-9999,38524.734375,37569.578125,34580.5625,32839.1484375,121.73655043191057,118.71779725609755,109.27131764481707,103.7678877667683,9.088333129882812,12.44416618347168,14.175832748413086,11.029999732971191
AL201700000090,ALGE71FL,AL,2017.0,90.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.01064510146776835,0.012050680625133025,0.012866584154275747,19.54608389047476,14.247692401592548,15.266923170823317,17.369488055889423,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2529.153846153846,2481.6153846153848,2569.153846153846,2833.230769230769,3127.4615384615386,3204.230769230769,3197.923076923077,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,43.230927835051546,5004.21328125,8.0,15.778569539388021,-9999,-9999,-9999,13.14202880859375,8.981730534480167,9.873653705303486,11.554808396559496,26.01536525451031,95.5604381443299,4.039691225032216,17.071963595360824,0.025534061549865095,90.80132893041237,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.21102824225732572,6.737971966083233,3.715769254244291,4.480384533221905,5.740128150353065,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,2928.222159,7818.869345,24842.89537,1087.3076923076924,892.9230769230769,1131.076923076923,758.5384615384615,1083.923076923077,1519.8461538461538,1090.5384615384614,6.971293089561856,0.0,0.0,1.0,8.310999552408854,18.87149937947591,1.8623334566752117,0.7834999561309814,-0.8356666564941406,19.10150146484375,16.943500518798828,4.381666819254558,13.317333221435547,5.091333389282227,10.51966667175293,15.355499267578125,140.059793814433,116.61443298969073,-9999,-9999,-9999,-9999,39934.26171875,38351.09765625,34883.296875,32685.1015625,127.95356797680412,122.8808231314433,111.76971649484535,104.72664304123711,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
AL201700000091,ALGE71FL,AL,2017.0,91.0,AL2017DHS,-9999,-9999,-9999,62.70000076293945,86.55000305175781,107.22500610351562,78.99166870117188,23.735015869140625,35.20677947998047,43.32323455810547,29.621875762939453,0.01495398448992379,0.01691519610489471,0.01787406281579899,18.813077486478367,13.798717792217548,14.676922137920673,16.690770075871395,10.191666603088379,8.916666984558105,8.666666984558105,9.616666793823242,-9999,2511.923076923077,2466.923076923077,2572.0,2855.6923076923076,3182.6923076923076,3249.153846153846,3239.769230769231,8.707499504089355,9.744166374206543,8.066666603088379,8.586666107177734,43.01234567901235,5004.2129934210525,8.0,17.832725524902344,-9999,-9999,-9999,12.678671029897837,8.671923123873198,9.44570570725661,11.13128192608173,23.582744039948455,95.52191527061855,3.5248102247100515,13.131243959407216,0.04999344815912935,114.07524162371134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.791666984558105,13.908333778381348,14.733333587646484,15.77500057220459,10.683333396911621,9.425000190734863,10.375,10.941666603088379,5.5916666984558105,4.983333587646484,6.050000190734863,6.141666889190674,0.28139173789102523,6.5442657470703125,3.545128162090595,4.21448722252479,5.5717949500450725,2.6416666507720947,2.4583334922790527,2.4750001430511475,2.6666667461395264,660.834513,5191.132358,22709.70205,1098.5,911.75,1148.5,764.4166666666666,1094.4166666666667,1545.1666666666667,1119.0833333333333,7.628198493878866,0.0,0.0,1.0,7.96999979019165,18.538000106811523,1.755750060081482,0.5522499680519104,-0.98499995470047,18.750499725341797,16.56475067138672,4.111999988555908,12.967249870300293,4.8339996337890625,10.225500106811523,15.09524917602539,142.71134020618555,106.62474226804123,-9999,-9999,-9999,-9999,33201.0859375,32401.77734375,30241.783203125,28901.9375,108.43822636880165,105.92797649793388,99.03993414256199,94.78165353822314,9.16249942779541,12.149166107177734,14.064166069030762,10.526666641235352
